procedure,proc_group
RF NOSE (LA),ENT
RF NOSE (LA) + ให้ทานยา DIAZEPAM (สั่งให้แล้วจาก OPD) ก่อน OR,ENT
RF NOSE + PALATE (GA),ENT
RF NOSE + PALATE (LA),ENT
RF NOSE + RF PALATE + PARTIAL UVULECTOMY (GA),ENT
RF NOSE + RF PALATE + RF BOT (GA),ENT
RF NOSE + TONSILLECTOMY + BSP,ENT
RF NOSE + TONSILLECTOMY + ESP,ENT
RF NOSE +PALATE,ENT
"RF NOSE , TONSILLECTOMY+ ESP",ENT
RF NOSE LA,ENT
RF NOSE UNDER LA,ENT
RF NOSE WITH TONSILLECTOMY,ENT
RF NOSE( 2ND),ENT
RF NOSE+ CAUTERY,ENT
RF NOSE+ PALATE (LA),ENT
RF NOSE+ TONSILLECTOMY+ BSP,ENT
RF NOSE+T+UPPP,ENT
RF PALATE,สาขา:หู คอ จมูก
RF PALATE (LA),สาขา:หู คอ จมูก
RF PALATE + RF NOSE (LA) + ให้ทานยา DIAZEPAM (สั่งให้แล้วจาก OPD) ก่อน OR,ENT
RF PALATE +/- RF NOSE (LA),ENT
RF PALATE+ NOSE,ENT
RFA,สาขา:ลำไส้ใหญ่และทวารหนัก
RFA + STAB AVULSION + SCLEROTHERAPY BOTH LEGS,สาขา:หลอดเลือด
RFA + STAB AVULSION LT LEG,สาขา:หลอดเลือด
RFA + STAB AVULSION RT.LEG,สาขา:หลอดเลือด
RFA BOTH GSV,สาขา:หลอดเลือด
RFA BOTH LEG,สาขา:หลอดเลือด
RFA BOTH LEGS,สาขา:หลอดเลือด
RFA BOTH LEGS + FOAM SCLEROSING,สาขา:หลอดเลือด
RFA BOTH LEGS + STAB AVULSION,สาขา:หลอดเลือด
RFA BOTH LEGS WITH STAB AVULSION RT. LEG,สาขา:หลอดเลือด
RFA C STAB AVULSION BOTH LEG,สาขา:หลอดเลือด
RFA C STRAP AVULSION LT LEG UNDER SB,สาขา:ศัลยกรรมทั่วไป
RFA HEMMORRHOID,สาขา:ลำไส้ใหญ่และทวารหนัก
RFA HEMOROIDECTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
RFA HEMORRHIOIDOPEXY,สาขา:ลำไส้ใหญ่และทวารหนัก
RFA HEMORRHOID,Anorectal
RFA HEMORRHOIDECTOMY,Anorectal
RFA HEMORRHOIDOPALSTY,Anorectal
RFA HEMORRHOIDOPEXY,Anorectal
RFA HEMORRHOIDOPLASTY,Anorectal
RFA HEMORRHOIDOPLASTY + LIS,Anorectal
RFA LT LEG,สาขา:หลอดเลือด
RFA LT LEG WITH PHLEBECTOMY,สาขา:หลอดเลือด
RFA OF RT LEG,สาขา:หลอดเลือด
RFA RT LEG,สาขา:หลอดเลือด
RFA RT LEG C STAB AVULSION,สาขา:หลอดเลือด
RFA RT. LEG + STAB AVULSION,สาขา:ศัลยกรรมทั่วไป
RFA RT.LEG WITH STAB AVULSION,สาขา:หลอดเลือด
RFA WITH PHLEBECTOMY OF RT LEG,สาขา:หลอดเลือด
RFA WITH STAB AVALSION BOTH LEGS,สาขา:หลอดเลือด
RFA WITH STAB AVULSION LT.LEG,สาขา:หลอดเลือด
RFIT,สาขา:หู คอ จมูก
RFIT UNDER LA,สาขา:หู คอ จมูก
RHINOPLASTY,ENT
RHINOPLASTY C COSTAL CARTILAGE,ENT
RHINOPLASTY+CHIN AUGMENTATION,ENT
RIB RHINOPLASTY,ENT
RIEVISED STUMP & DEBRIDEMENT,Skin_softtissue
RIGHT ALND,Breast
RIGHT AXILLARY LND,สาขา:ศัลยกรรมทั่วไป
RIGHT BCT + ALND,Breast
RIGHT BCT + SLNB,Breast
RIGHT BCT + SLNB (DUAL TRACER),Breast
RIGHT BCT + SLNB (WIRE LOCALIZATION WITH INTRAOP SPECIMEN X-RAY),Breast
RIGHT BCT + TAD,Breast
RIGHT BCT AND SLNB,Breast
RIGHT BCT+SLNB,Breast
RIGHT BREAST MASS EXCISION,Breast
RIGHT CENTRAL QUANDRANTECTOMY WITH ALND,Breast
RIGHT CENTRAL QUANDRANTECTOMY WITH SLNB,Breast
RIGHT CRANIECTOMY WITH REMOVE TUMOR,สาขา:ประสาทและสมอง
RIGHT CRANIOTOMY C TUMOR REMOVAL,Neuro_cranial
RIGHT CRANIOTOMY WITH REMOVE CLOT,Neuro_cranial
RIGHT CRANIOTOMY WITH TUMOR REMOVAL,Neuro_cranial
RIGHT FRONTAL CRANIOTOMY C TUMOR REMOVAL,Neuro_cranial
RIGHT FRONTAL CRANIOTOMY WITH TUMOR REMOVAL,Neuro_cranial
RIGHT FRONTAL PROGRAMMABLE VP SHUNT,Neuro_cranial
RIGHT FRONTAL STEREOTACTIC BIOPSY UNDER NAVIGATOR,Skin_softtissue
RIGHT FRONTAL VP SHUNT,Neuro_cranial
RIGHT HERNIOPLASTY,สาขา:ลำไส้ใหญ่และทวารหนัก
RIGHT HL WITH VS WITJ PHLEBECTOMY,สาขา:หลอดเลือด
RIGHT LAP TEP,สาขา:ศัลยกรรมทั่วไป
"RIGHT MAMMOREDUCTION, LEFT BREAST AUGMENTATION",Breast
RIGHT MASTECOTMY WITH ALND,Breast
RIGHT MASTECOTMY WITH SLNB,Breast
"RIGHT MASTECOTMY WITH SLNB, LEFT PROPHYLAXIS MASTECTOMY",Breast
RIGHT MASTECTOMY,Breast
RIGHT MASTECTOMY + SLNB,Breast
"RIGHT MASTECTOMY WITH DTI, LEFT BREAST AUGMENTATION",Breast
RIGHT MASTECTOMY WITH SLNB,Breast
RIGHT MASTECTOMY WITH SLNB WITH PROPHYLAXIS LT MASTECTOMY,Breast
"RIGHT MASTECTOMY WTIH SLNB, LEFT PROPHYLAXIS MASTECTOMY",Breast
RIGHT MASTECTOMY+SLNB,Breast
"RIGHT MASTECTOMY, SLNB WITH BILATERAL IMPLANT RECONSTRUCTION",Breast
"RIGHT MASTECTOMY, SLNB WITH LEFT PROPHYLAXIS MASTECTOMY",Breast
RIGHT MICRODOCHECTOMY,สาขา:ศัลยกรรมทั่วไป
RIGHT MRM,Breast
"RIGHT MRM, LEFT PROPHYLAXIS MASTECTOMY",Breast
RIGHT MVD,สาขา:ประสาทและสมอง
RIGHT NECK MASS EXCISION UNDER LA,Skin_softtissue
RIGHT NIPPLE EXCISION,Skin_softtissue
"RIGHT NSM WITH SLNB , LEFT PROPHYLAXIS NSM",Breast
"RIGHT NSM, SLNB WITH IMPLANT RECONSTRUCTION",Breast
"RIGHT NSM, SLNB, SUBPECTORAL IMPLANT WITH TITANIUM MESH",Breast
"RIGHT NSM,SLNB , LEFT PROPHYLAXIS MASTECTOMY, IMMEDIATE IMPLANT RECONSTRUCTION",Breast
RIGHT OPEN HERNIA REPAIR,GI_abdominal
RIGHT OPEN PARTIAL NEPHRECTOMY,Uro_other
RIGHT PARIETAL CRANIOTOMY WITH TUMOR REMOVAL UNDER NAV,Neuro_cranial
RIGHT PARIETAL CRANIOTOMY WITH TUMOR REMOVAL UNDER NAVIGATOR,Neuro_cranial
RIGHT PCN,สาขา:ทางเดินปัสสาวะ
RIGHT PCNL,Cystoscopy_URO
RIGHT PROGRAMMABLE VP SHUNT,Neuro_cranial
RIGHT PROGRAMMABLE VP SHUNT (SOPHYSA),Neuro_cranial
RIGHT RADICAL ORCHIDECTOMY,Uro_other
RIGHT RETROSIGMOID SUBOCCIPITAL CRANIOTOMY (SOC) WITH TUMOR REMOVAL,Endoscopy_GI
RIGHT RETRSIGMOID SOC WITH TUMOR REMOVAL,Endoscopy_GI
RIGHT RIRS,สาขา:ทางเดินปัสสาวะ
RIGHT RIRS+LASER,สาขา:ทางเดินปัสสาวะ
RIGHT SUBMANDIBULAR MASS EXCISION,Skin_softtissue
RIGHT SUBMANDIBULECTOMY,สาขา:หู คอ จมูก
RIGHT SUPERFICIAL PAROTIDECTOMY,สาขา:ศัลยกรรมทั่วไป
RIGHT TEP,สาขา:ศัลยกรรมทั่วไป
RIGHT TOETVA,Thyroid_neck
RIGHT TOETVA WITH RIGHT CND,Thyroid_neck
RIGHT TRANSVERS COLOSTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
RIGHT TSSM WITH LIPOFILLING,Breast
RIGHT URSL,สาขา:ทางเดินปัสสาวะ
RIGHT VAE,Breast
RIGHT VASECTOMY,Uro_other
RIGHT VP SHUNT,Neuro_cranial
RIGID CYSTO + STRESS TEST,Cystoscopy_URO
RIGID CYSTO +- DILATION UNDER IV SEDATION,Cystoscopy_URO
RIGID CYSTO WITH URETHRAL DILATION UNDER IV SEDATION,Cystoscopy_URO
RIGID CYSTOSCOPE,Cystoscopy_URO
RIGID CYSTOSCOPE +- RETAIN FOLEY'S CATH,Cystoscopy_URO
RIGID CYSTOSCOPE UNDER IV SEDATION,Cystoscopy_URO
RIGID CYSTOSCOPY,Cystoscopy_URO
RIGID CYSTOSCOPY C URETHRAL DILATION,Cystoscopy_URO
RIGID CYSTOSCOPY UNDER IV SEDATION,Cystoscopy_URO
RIGID CYSTOSCOPY WITH CLOTTED BLOOD REMOVAL UNDER IV SEDATION,Cystoscopy_URO
RIGID CYTO +- TUR +- URETHRAL DILATION UNDER IV SEDATION,Uro_other
RIGTH BCT + SLNB,Breast
RIRS,สาขา:ทางเดินปัสสาวะ
RIRS RT. (REDO),สาขา:ทางเดินปัสสาวะ
RIRS WITH LASER ABLASION WITH DJ STENT INSERTION,Vascular_interv
RT AKA,สาขา:ศัลยกรรมทั่วไป
RT AXILLA LN EXCISION,Skin_softtissue
RT BB TRANSPOSITION,สาขา:หลอดเลือด
RT BCT + TAD,Breast
RT BCT +SLNB UNDER GA,Breast
RT BCT C SLNB,Breast
"RT BCT WITH RT SLNB, LT BREAST MASS EXCISION",Breast
RT BCT WITH SLNB,Breast
RT BCT WITH SLNB +/-ALND,Breast
RT BCT WITH SLND,Breast
RT BIG TOE AMPUTATION WITH DEBRIDEMENT,Skin_softtissue
RT BRACHICEPHALIC AVF,Vascular_access
RT BRACHIOANTECUBITAL OR BRACHIOBASILIC AVF,Vascular_access
RT BRACHIOCEPHALIC AVF,Vascular_access
RT BURR HOLE,Neuro_cranial
RT BURR HOLE C IRRIGATION,Neuro_cranial
RT CAROTID ARTERY COVER STENT,Vascular_interv
RT CAROTID ENDARTERECTOMY,สาขา:หลอดเลือด
RT CAROTID STENT,Vascular_interv
RT CAROTID STENTING,Vascular_interv
RT CFA ENDARTERECTOMY WITH DOWNHILL ANGIOPLASTY RT LEG,Vascular_interv
RT CRANIECTOMY WITH TUMOR REMOVAL,สาขา:ประสาทและสมอง
RT CRANIOPLASTY,Neuro_cranial
RT CRANIOTOMY C AVM RESECTION,Neuro_cranial
RT CRANIOTOMY C TUMOR REMOVAL,Neuro_cranial
RT CRANIOTOMY TUMOR REMOVAL,Neuro_cranial
RT CRANIOTOMY WITH CLOT REMOVAL,Neuro_cranial
RT CRANIOTOMY WITH RT TUMOR REMOVAL,Neuro_cranial
RT CRANIOTOMY WITH TUMOR,Neuro_cranial
RT CRANIOTOMY WITH TUMOR REMOVAL,Neuro_cranial
RT CRANIOTOMY WITH TUMOR REMOVAL WITH OPTIC DECOMPRESSION,Neuro_cranial
RT DJ STENT ใช้ FLU,Vascular_interv
RT DLC TO TCC,สาขา:หลอดเลือด
RT ENDOSCOPIC FAT PLUG MYRINGOPLASTY,ENT
RT ENDOSCOPIC REVISION TYMPANOPLASTY WITH TRAGAL CARTILAGE GRAFT,ENT
RT ENDOSCOPIC T-PLASTY (LA),สาขา:หู คอ จมูก
RT ENDOSCOPIC TUMOR REMOVAL,สาขา:หู คอ จมูก
RT ENDOSCOPIC TYMPANOPLASTY,ENT
RT ENDOSCOPIC TYMPANOPLASTY (LA),ENT
RT ENDOSCOPIC TYMPANOPLASTY (TEMPORALIS FASCIA GRAFT),ENT
RT ENDOSCOPIC TYMPANOPLASTY (TEMPORALIS FASCIA),ENT
RT FESS,ENT
RT FESS WITH MICRODEBRIDER WITH NAVIGATOR,ENT
RT FESS+POWERED TURBINOPLASTY,ENT
RT FESS+SEPTOPLASTY,ENT
RT FESS+SEPTOTURBINOPLASTY,ENT
RT FESS+TURBINOPLASTY,ENT
RT FISTULOGRAM +- PTA,Vascular_access
RT FLEX. URS WITH LASER LITHOTRIPSY,Cystoscopy_URO
RT FLEXBLE RIRS นอกเวลา,สาขา:ทางเดินปัสสาวะ
RT FOREARM LOOP AVBG,Vascular_access
RT FRONTAL CRANIOTOMY C TUMOR REMOVAL,Neuro_cranial
RT FRONTAL CRANIOTOMY C TUMOR REMOVAL UNDER NAVIGATION,Neuro_cranial
RT FRONTAL CRANIOTOMY WITH TUMOR REMOVAL,Neuro_cranial
RT FRONTAL EVD,Neuro_cranial
RT FRONTAL EVD C LT CRANIOTONY NC BLOOD CLOT REMOVAL,Neuro_cranial
RT FRONTAL MINICRANIOTOMY WITH CLOT IRRIGATION,Neuro_cranial
RT FRONTAL PROGRAMABLE VP SHUNT,Neuro_cranial
RT FRONTAL VENTRICULOSTOMY FOR INTRATHECCAL IV ATB,สาขา:ประสาทและสมอง
RT FRONTAL VP SHUNT,Neuro_cranial
RT HEMILAMINECTOMY C7,Spine
RT HERNIOPLASTY,สาขา:ศัลยกรรมทั่วไป
RT HERNIOPLASTY + LT HYDROCELECTOMY,Uro_other
RT HERNIORHAPHY,สาขา:ลำไส้ใหญ่และทวารหนัก
RT HERNIOTOMY,สาขา:ศัลยกรรมเด็ก
RT HIGH LIGATION WITH VENOUS STRIPPING WITH PHLEBECTOMY,สาขา:หลอดเลือด
RT HIGH ORCHIECTOMY,Uro_other
RT HL WITH VS WITH MULTIPLE PHLEBECTOMY,สาขา:หลอดเลือด
RT HL WITH VS WITH PHLEBECTOMY,สาขา:หลอดเลือด
RT HL WITH VS WTIH MULTIPLE PHLEBECTOMY,สาขา:หลอดเลือด
"RT HL WITH VS, LT RFA WITH MULTIPLE PHLEBECTOMY",สาขา:หลอดเลือด
RT HYDROCELECTOMY,Uro_other
RT LAP TAPP,สาขา:ศัลยกรรมทั่วไป
RT LAP TEP,สาขา:ศัลยกรรมทั่วไป
RT LAP. PYELOLITHOTOMY,สาขา:ทางเดินปัสสาวะ
RT LAP. TAPP,สาขา:ศัลยกรรมทั่วไป
RT LAP. TEP,สาขา:ศัลยกรรมทั่วไป
RT LATERAL TEMPORAL BONE RESECTION + RT SUPERFICIAL PAROTIDECTOMY + FAT OBLITERATION + FACIAL NIMS,สาขา:หู คอ จมูก
RT LN BIOPSY,Skin_softtissue
RT LOBECTOMY,Thyroid_neck
RT LOOP FOREARM AVBG,Vascular_access
RT LUNG DECORTICATION,สาขา:โรคหัวใจ
"RT MARSUPIALIZATION, LEFT FRONTAL SINUSOTOSMY",ENT
RT MASTECTOMY + SLNB,Breast
RT MASTECTOMY C SLNB,Breast
RT MASTECTOMY WITH +/- TRAM FLAP,Breast
RT MASTECTOMY WITH ALND,Breast
RT MASTECTOMY WITH RT SLNB,Breast
RT MASTECTOMY WITH SLNB,Breast
RT MASTECTOMY WITH SLNB + EXCISION LT NIPPLE POLYP,Breast
RT MASTECTOMY WITH TAD,Breast
RT MASTECTOMY+ SLNB,Breast
RT MASTECTOMY+SLNB,Breast
RT MICRODOCHECTOMY WITH EXCISION LESION,Skin_softtissue
RT MIDDLE MEATAL ANTROSTOMY,สาขา:หู คอ จมูก
RT MMA,สาขา:หู คอ จมูก
RT MMA (GA),สาขา:หู คอ จมูก
RT MMA WITH BILAT TURBINOPLASTY,ENT
RT MMA WITH MICRODEBRIDER,Skin_softtissue
RT MODIFIED RADICAL MASTOIDECTOMY,สาขา:หู คอ จมูก
RT MRM,สาขา:ศัลยกรรมทั่วไป
RT MYRINGOTOMY,ENT
RT MYRINGOTOMY + PE TUBE,ENT
RT MYRINGOTOMY + PE TUBE INSERTION (LA),ENT
RT NLE,สาขา:ศัลยกรรมทั่วไป
"RT NSM, SLNB WITH PREPECTORAL IMPLANT RECONSTRUCTION",Breast
RT OCCIPITAL CRANIOTOMY WITH REMOVE TUMOR,Neuro_cranial
RT OPEN THYROIDECTOMY,Thyroid_neck
"RT OPEN THYROIDECTOMY (FOLLICULAR NEOPLASM, HURTHLE CELL TYPE)",Thyroid_neck
RT OPENED THYROID LOBECTOMY,Thyroid_neck
RT OPENED THYROIDECTOMY,Thyroid_neck
RT OSSICULOPLASTY + INCUS INTERPOSITION (GA),สาขา:หู คอ จมูก
RT PAROTID MASS >> OPERATION RT PARTIAL PAROTIDECTOMY GA,Skin_softtissue
RT PARTIAL MASTECTOMY,Breast
RT PCNL,Cystoscopy_URO
RT PROGRAMMABLE VP SHUNT,Neuro_cranial
RT PROGRAMMABLE VP SHUNT + OFF OLD VP SHUNT,Neuro_cranial
RT PTA,สาขา:หลอดเลือด
RT PTERIONAL CRANIOTOMY WITH TUMOR REMOVAL,Neuro_cranial
RT RADICAL ORCHIDECTOMY,Uro_other
RT RADICAL ORCHIECTOMY,Uro_other
RT RADIOCEPHALIC AVF,Vascular_access
RT RADIOCEPHALIC AVF (SNUFF BOX),Vascular_access
RT RADIOCEPHALIC AVF [+/- AVBG LT FOREARM],Vascular_access
RT RENAL ARTERY STENTING [TRANS LEFT BRACHIAL],Vascular_interv
RT RETROSIGMOID CRANIOTOMY C TUMOR REMOVAL UNDER NEUROMONITORING,Endoscopy_GI
RT RETROSIGMOID CRANIOTOMY WITH CSF LEAKAGE REPAIR,Endoscopy_GI
RT RETROSIGMOID SOC WITH REMOVE TUMOR,Endoscopy_GI
RT RETROSIGMOID SOC WITH TUMOR REMOVAL + EVD,Endoscopy_GI
RT RETROSIGMOID SUBOCCIPITAL CRANIOTOMY C TUMOR REMOVAL,Endoscopy_GI
RT RFA WITH PHLEBECTOMY,สาขา:หลอดเลือด
RT RP +- DJ STENT,Vascular_interv
RT SIDE VP SHUNT C REMOVE VENTRICULOSTOMY,Neuro_cranial
RT SOC C TUMOR REMOVAL,สาขา:ประสาทและสมอง
"RT SPHENOIDOTOMY, POWER INFERIOR TURBINOPLASTY",ENT
RT SUBOCCIPITAL CRANIECTOMY WITH TUMOR REMOVAL WITH VENTICULOSTOMY,สาขา:ประสาทและสมอง
RT SUBOCCIPITAL CRANIOTOMY WITH MICROVASCULAR DECOMPRESSION ( MVD ),Neuro_cranial
RT T-PLASTY (LA),สาขา:หู คอ จมูก
RT TAD,สาขา:ศัลยกรรมทั่วไป
RT TAPP,สาขา:ศัลยกรรมทั่วไป
RT TB2,สาขา:หลอดเลือด
RT TEMPORAL CRANIOTOMY WITH TUMOR REMOVAL,Neuro_cranial
RT THORACOTOMY AND RML LOBECTOMY,สาขา:ทรวงอก
RT THORACOTOMY C RUL LOBECTOMY,สาขา:ทรวงอก
RT THORACOTOMY WITH INCISIONAL BIOPSY,Skin_softtissue
RT THORACOTOMY WITH INCISIONAL BIOPSY MASS AT SVC,Skin_softtissue
RT THORACOTOMY WITH PLEUROPERICARDIIAL WINDOW,สาขา:ทรวงอก
RT THORACOTOMY WITH TUMOR RESECTION,สาขา:ทรวงอก
RT THYROID LOBECTOMY,Thyroid_neck
RT THYROIDECTOMY,Thyroid_neck
RT THYROIDLOBECTOMY,Thyroid_neck
RT TM C SLNB,Breast
RT TOE AMPUTATION WITH DEBRIDEMENT OF LT BIG TOE,Skin_softtissue
RT TOETVA,Thyroid_neck
RT TONSILLECTOMY,ENT
RT TOTAL MASTECTOMY WITH SLNB WITH PROPHYLAXIS LT MASTECTOMY,Breast
RT TOTAL PAROTIDECTOMY + RT RADICAL MASTOIDECTOMY + TUMOR REMOVAL + NIMS,สาขา:หู คอ จมูก
RT TYMPANANOPLASTY (ENDAURAL APPROACH),สาขา:หู คอ จมูก
RT TYMPANOMASTOIDECTOMY,สาขา:หู คอ จมูก
RT UPPER ARM LOOP AVBG,Vascular_access
RT URS WITH RT RPใช้ FLU,Cystoscopy_URO
RT URS-L DJ STENT UNDER GA,Cystoscopy_URO
RT URSL,สาขา:ทางเดินปัสสาวะ
RT URSL +- FLEXIBLE,สาขา:ทางเดินปัสสาวะ
RT URSL ใช้ FLU,สาขา:ทางเดินปัสสาวะ
RT URSL ใช้ FLU นอกเวลา 16.00,สาขา:ทางเดินปัสสาวะ
RT URSL+ DJ STENT INSERTION,Vascular_interv
RT VAT BLEBECTOMY WITH PLEURECTOMY,สาขา:โรคหัวใจ
RT VAT RLL WEDGE RESECTION,สาขา:ทรวงอก
RT VATS C BLEBECTOMY C PLEURODESIS,สาขา:ทรวงอก
RT VATS C TALC PLEURODESIS,สาขา:ทรวงอก
RT VENASEAL,สาขา:หลอดเลือด
RT VENASEAL WITH LT USGFS,สาขา:หลอดเลือด
RT VP SHUNT,Neuro_cranial
RT VP SHUNT + OFF EVD,Neuro_cranial
RT VP SHUNT C TRACHEOSTOMY,Neuro_cranial
"RT, RADICAL ORCHIECTOMY",Uro_other
RT- URS - L WITH RESIDUAL DJ STENT REMOVAL,Cystoscopy_URO
RT. (FLEXIBLE) URSL + DJ STENT,Vascular_interv
RT. BCT C ALND,Breast
RT. BKA,สาขา:ศัลยกรรมทั่วไป
RT. BRACHIOBASILIC AVF,Vascular_access
RT. CRANIOTOMY C BIOPSY,Neuro_cranial
RT. CRANIOTOMY C TUMOR REMOVAL,Neuro_cranial
RT. CRANIOTOMY WITH CLIPPING ANEURYSM,Neuro_cranial
RT. CRANIOTOMY WITH TUMOR REMOVAL WITH ORBITAL RECONSTRCTION,Neuro_cranial
RT. DJ ATENT REMOVAL,สาขา:ทางเดินปัสสาวะ
RT. DJ STENT,Vascular_interv
RT. DJ STENT INSERTION UNDER FLUOROSCOPY,Vascular_interv
RT. EPIDIDYMECTOMY,สาขา:ทางเดินปัสสาวะ
RT. FEMORAL ANGIOGRAM,Vascular_interv
RT. FLEX. URS +/- OFF DJ STENT,Cystoscopy_URO
RT. FRONTAL CRANIOTOMY WITH REMOVE TUMOR UNDER NAVIGATION,Neuro_cranial
RT. FRONTAL CRANIOTOMY WITH STEREOTATIC BIOSPY,Neuro_cranial
RT. FRONTAL EVD,Neuro_cranial
RT. HERNIOPLASTY,สาขา:ศัลยกรรมทั่วไป
RT. HIGH ORCHIECTOMY,Uro_other
RT. HL WITH MULTIPLE PHLEBECTOMY,สาขา:ศัลยกรรมทั่วไป
RT. HYDROCELECTOMY,Uro_other
RT. LOBECTOMY +/- SUBTOTAL THYROIDECTOMY,Thyroid_neck
RT. MASTECTOMY WITH SLNB,Breast
RT. MMA,สาขา:หู คอ จมูก
RT. NASAL ALAR RECONSTRUCTION,สาขา:ตกแต่ง
RT. OCCIPICAL CRANIOTOMY WITH TUMOR REMOVAL,Neuro_cranial
RT. OPEN HERNIOPLASTY,สาขา:ศัลยกรรมทั่วไป
RT. OPEN URETEROLITHOTOMY,Cystoscopy_URO
RT. ORCHIECTOMY,Uro_other
RT. PCNL,Cystoscopy_URO
RT. PCNL WITH LT. DJ STENT REMOVAL,Cystoscopy_URO
RT. PTERIONAL CRANIOTOMY C TUMOR REMOVAL,Neuro_cranial
RT. RIRS,สาขา:ทางเดินปัสสาวะ
RT. SLNB + REWIDE EXCISION SUPERIOR MARGIN,Breast
RT. SUBOCCIPITAL CRANIOTOMY C MICROVASCULAR DECOMPRESSION,Neuro_cranial
RT. SUPERFICIAL PAROTIDECTOMY,Skin_softtissue
RT. TB2,สาขา:ศัลยกรรมทั่วไป
RT. TEMPORAL CRANIECTOMY C CYST REMOVAL,Skin_softtissue
RT. THORACOTOMY C PERICARDIAL WINDOW,สาขา:ทรวงอก
RT. THORACOTOMY WITH PLEUROPERICARDIAL WINDOW +/- LN BIOPSY,Skin_softtissue
RT. THYROID LOBECTOMY,Thyroid_neck
RT. TOETVA,Thyroid_neck
RT. TOETVA คนไข้ +/- OPEN THYROIDECTOMY ขอตัดสินใจอีกครั้งตอน ADMIT,Thyroid_neck
RT. TONSILLECTOMY,ENT
RT. TOTEVA,สาขา:ศัลยกรรมทั่วไป
RT. URETERIC REIMPLANTATION +- BOARI FLAP,Cystoscopy_URO
RT. URS,Cystoscopy_URO
RT. URS + BIOPSY,Cystoscopy_URO
RT. URS +- FLEXIBLE,Cystoscopy_URO
RT. URS UNDER GA,Cystoscopy_URO
RT. URS WITH DJ STENT,Cystoscopy_URO
RT. URS WITH LASER CYSTOLITHOTRIPSY WITH DJ STENT EXCHANGING,Cystoscopy_URO
RT. URS-L,Cystoscopy_URO
RT. URSL,สาขา:ทางเดินปัสสาวะ
RT. URSL + CHANG DJ STENT,Vascular_interv
RT. URSL + DJ STENT,Vascular_interv
RT. URSL +/- DJ STENT,Vascular_interv
RT. VP SHUNT,Neuro_cranial
RT. VP SHUNT + OFF EVD,Neuro_cranial
RT. VP SHUNT + REMOVE EVD,Neuro_cranial
RT.BB TRANSPOSITION,สาขา:หลอดเลือด
RT.BELOW KNEE AMPUTATION,สาขา:หลอดเลือด
RT.BELOW KNEE AMPUTATION (OP TIME 1-1.5 HR),สาขา:หลอดเลือด
RT.BURR HOLE+ IRRIGATION&DRAINAGE,Neuro_cranial
RT.CRANIOPLASTY,Neuro_cranial
RT.CRANIOTOMY C TUMOR REMOVAL,Neuro_cranial
RT.CRANIOTOMY WITH ELEVATE SKULL DEPRESSION WITH REMOVE BLOOD CLOT,Neuro_cranial
RT.DJ STENT REMOVAL UNDER LA,Vascular_interv
RT.FEMORAL ANGIOGRAM WITH PTA,Vascular_interv
RT.FOREFOOT AMPUTATION,สาขา:ศัลยกรรมทั่วไป
RT.HERNIOPLASTY,สาขา:ศัลยกรรมทั่วไป
RT.LOOP TRANSVERSE COLOSTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
RT.MASTECTOMY,Breast
RT.MASTECTOMY C AXILLARY LN BIOPSY + L1&L12 EXCISION,Breast
RT.MASTECTOMY C SLNB,Breast
RT.MASTECTOMY WITH ALND,Breast
RT.MMA,สาขา:หู คอ จมูก
RT.OPEN LOBECTOMY,สาขา:ศัลยกรรมทั่วไป
RT.PA TO PTA BYPASS,สาขา:หลอดเลือด
RT.SUPERFICIAL PAROTIDECTOMY,ENT
RT.TB1,สาขา:หลอดเลือด
RT.THORACOTOMY C DECORTICATE LUNG,สาขา:ทรวงอก
RT.TOETVA,Thyroid_neck
RT.URSL,สาขา:ทางเดินปัสสาวะ
RT.V-P SHUNT+ OFF EVD,Neuro_cranial
RT.VAE,สาขา:ศัลยกรรมทั่วไป
RT.VATS + MEDIASTINAL LN BIOPS,สาขา:ทรวงอก
RT.VATS WITH LUNG BIOPSY,Skin_softtissue
RT.VATS WITH RUL WEDGE RESECTION,สาขา:ทรวงอก
RT.VATS WITH SURGICAL PLEURODESIS +/- BLEBECTOMY,สาขา:ทรวงอก
RT.VATS+PLEURODESIS+REPAIR AIR LEAKAGE,สาขา:ทรวงอก
RT.VATS+RUL BLEBECTOMY+PLEURECTOMY,สาขา:ทรวงอก
RT.VP SHUNT (MEDIUM PRESSURE),Neuro_cranial
RT.VP SHUNT [MEDIUM PRESSURE],Neuro_cranial
RT.WRIST AVF,Vascular_access
RTIGHT FRONTAL CRANIOTOMY WITH REMOVE TUMOR UNDER NAVIGATION,Neuro_cranial
S/P PARTIAL ALT FLAP,Skin_softtissue
S6 RESECTION,สาขา:ศัลยกรรมทั่วไป
S6 SEGMENTECTOMY,สาขา:ตับ/ตับอ่อน/ทางเดินน้ำดี
SAUCERIZATION,สาขา:หู คอ จมูก
SCALP FLAP RECONSTRUCTION,Skin_softtissue
SCALP RECONSTRUCTION (ROTATIONAL FLAP),สาขา:ตกแต่ง
SCAR REVISION,สาขา:ตกแต่ง
SCAR REVISION + SKIN GRAFT +/- K-WIRE FIXATION,Fracture_fixation
SCAR REVISION C UMBILICOPLASTY,สาขา:ลำไส้ใหญ่และทวารหนัก
SCAR REVISION+STSG+/-K WIRE,สาขา:ตกแต่ง
