variant,canonical
LGIBS,LGIB
CA OVARY,CA OVARY
R O OUTFLOW STENOSIS RT,R O OUTFLOW STENOSIS
ESRD WITH R O CENTRAL VEIN STENOSIS,ESRD WITH R O CENTRAL VEIN STENOSIS
ESRD WITH AVBG STENOSIS,ESRD WITH AVF STENOSIS
TRACHEOSTOMY STATUS,TRACHEOSTOMY STATUS
HERNIATED DISC L4 5,HERNIATED DISC L4 5
MUCOCELE,MUCOCELE
CA CECUM S P RHC,CA CECUM S P RHC
BILATERAL COM,BILATERAL OME
BLOODY NIPPLE DISCHARGE,BLOODY NIPPLE DISCHARGE
BILATERAL IIH,BILATERAL IIH
CLI LEFT LEG,CLTI LEFT LEG
LEFT RENAL MASS,LT RENAL MASS
DCIS RT BREAST,DCIS LT BREAST
GALLSTONE PANCREATITIS,GALLSTONE PANCREATITIS
CRLM,CRLM
INTERSPHINCTERIC FIA,INTERSPHINCTERIC FIA
HCC RIGHT LOBE,HCC RIGHT LOBE
RT FRONTAL TUMOR,RT FRONTAL TUMOR
RT CRS,RT CRS
BILATERAL NASAL POLYP,BILAT NASAL POLYP
CR WITH DNS WITH ITH,CR WITH DNS WITH ITH
RECURRENT RIGHT CA BREAST,RECURRENT RIGHT CA BREAST
RIGHT UC,RIGHT UC
ABNORMAL CALCIFICATION LT BREAST,ABNORMAL CALCIFICATION OF RIGHT BREAST
CA BREAST LT,LEFT CA BREAST
THROMBOSED AVF LT WRIST,THROMBOSED AVF LT WRIST
LT HYDRONEPHROSIS,LT HYDRONEPHROSIS
PAINLESS GROSS HEMATURIA,PAINLESS GROSS HEMATURIA
THYROTOXICOSIS WITH TOXIC MULTINODULAR GOITRE,THYROTOXICOSIS WITH TOXIC MULTINODULAR GOITRE
FRONTAL OSTEOMA,FRONTAL OSTEOMA
CLTI OF LT LEG,CLTI OF LT LEG
CA LEFT BREAST,LEFT CA BREAST
ADENOMYOMATOSIS,ADENOMYOMATOSIS
MALIGNANT NEOPLASM OF OTHER AND ILL DEFINED SITES IN THE LIP ORAL CAVITY AND PHARYNX UNSPECIFIED,MALIGNANT NEOPLASM OF OTHER AND ILL DEFINED SITES IN THE LIP ORAL CAVITY AND PHARYNX UNSPECIFIED
RECURRENT PITUITARY TUMOR,RECURRENT PITUITARY TUMOR
L45 SPONDYLOLITHESIS,L4 5 SPONDYLOLISTHESIS
ADJACENT LEVEL L2 3,ADJACENT LEVEL L2 3
MASS AT EYELID,MASS AT EYELID
CA RECTUM S P APR,CA RECTUM S P APR
PLANNED FOR CHEMOTHERAPY,PLANNED FOR CHEMOTHERAPY
DNS ITH,DNS ITH
LEUKOPLAKIA AND OTHER DISTURBANCES OF ORAL EPITHELIUM INCLUDING TONGUE,LEUKOPLAKIA AND OTHER DISTURBANCES OF ORAL EPITHELIUM INCLUDING TONGUE
JUXTAVENOUS ANASTOMOSIS STENOSIS,JUXTA ANASTOMOSIS STENOSIS
THROMBOSE AVBG RT FOREARM,THROMBOSED AVBG LT FOREARM
MICROSCOPIC HEMATURIA,MICROSCOPIC HEMATURIA
C4 5 6 SPONDYLOSIS,C4 5 6 7 SPONDYLOSIS
THROMBOSED LT AVBG,THROMBOSED AVBG
RIGHT CA BREAST S P BCT,RIGHT CA BREAST S P BCT
COLONIC POLYP,COLONIC POLYP
DYSURIA,DYSURIA
BILAT HN,BILAT HN
PANFACIAL FRACTURE,PANFACIAL FRACTURE
INFECTED WOUND,INFECTED WOUND
MICRO HEMATURIA,MICRO HEMATURIA
NF RT LEG S P DB,NF RT LEG S P DB
HX OF LGIB,HX OF LGIB
LUTS BPH,BPH LUTS
R O BLADDER MASS,R O BLADDER MASS
RT CAROTID STENOSIS,RT CAROTID STENOSIS
RT CENTRAL VEIN STENOSIS,CENTRAL VEIN STENOSIS
ESRD ON DLC RT IJV,ESRD ON DLC RT IJV
CEPHALIC V STENOSIS,CEPHALIC VEIN STENOSIS
LT TRIGEMINAL NEURALGIA,LT TRIGEMINAL NEURALGIA
INFECTED WOUND LEFT FOOT,INFECTED WOUND RT FOOT
URINARY RETENTION,URINARY RETENTION
LT RC,LT RC
RECURRENT CA BLADDER URETHRAL STRICTURE,RECURRENT CA BLADDER URETHRAL STRICTURE
THYROID NODULE,RT THYROID NODULE
WEIGHT LOSS,WEIGHT LOSS
BLUNT AB S P EL,BLUNT AB S P EL
SIMPLE SNORING,SIMPLE SNORING
MASS AT SHOULDER,MASS AT SHOULDER
VARICOSE VEIN LT LEG,VARICOSE VEIN LT LEG
LT CEPHALIC ARCH STENOSIS,CEPHALIC ARCH STENOSIS
RT CEPHALIC ARCH STENOSIS,CEPHALIC ARCH STENOSIS
C567 SPONDYLOSIS,C SPONDYLOSIS
LT FRONTAL BRAIN METASTASIS,LT FRONTAL BRAIN METASTASIS
XANTHELESMA,XANTHELESMA
CR WITH DNS,CR WITH DNS
PILONIDAL SINUS,PILONIDAL SINUS
NECK MASS,NECK MASS
RIGHT RC,RIGHT RC
R O LT CEPHALIC ARCH STENOSIS,R O CEPHALIC ARCH STENOSIS
MALIGNANT NEOPLASM OF PROSTATE,MALIGNANT NEOPLASM OF PROSTATE
SECONDARY HPTH WITH ELEVATED PTH,SECONDARY HPTH WITH ELEVATED PTH
RIGHT BREAST CANCER S P NEOADJUVANT CHEMOTHERAPY,RIGHT CA BREAST S P NEOADJUVANT CHEMOTHERAPY
LT URETERIC INJURY,LT URETERIC INJURY
UPPER AIRWAY OBSTRUCTION,UPPER AIRWAY OBSTRUCTION
BILATERAL CHRONIC SDH,BILATERAL CHRONIC SDH
MALIGNANT POLYP AT RECTUM,MALIGNANT POLYP AT RECTUM
SCREENING,SCREENING
CRITICAL LIMB ISCHEMIA RT LEG,CRITICAL LIMB ISCHEMIA RT LEG
HYDROCELE UNSPECIFIED,HYDROCELE UNSPECIFIED
MASS AT POSTERIOR NECK,MASS AT POSTERIOR NECK
CA PANCREAS,CA PANCREAS
ESRD S P TK INSERTION,ESRD S P TK INSERTION
WOUND DEHISCENCE,WOUND DEHISCENCE
GRAVES' DISEASE,GRAVES' DISEASE
SPINAL STENOSIS L3 S1,SPINAL STENOSIS L3 S1
RT SDH,RT SDH
ANAL FISTULAR,ANAL FISTULA
RT INNOMINATE VEIN STENOSIS,LT INNOMINATE VEIN STENOSIS
LEFT SUBSTERNAL THYROID MASS,LEFT SUBSTERNAL THYROID MASS
LOCULATED RIGHT PLEURAL EFFUSION,LOCULATED RT PLEURAL EFFUSION
THORACIC AORTIC ANEURYSM,THORACIC AORTIC ANEURYSM
LT BREAST MASS L12,LT BREAST MASS L12
PYOMYOSITIS S P DB,PYOMYOSITIS S P DB
CALCULUS OF KIDNEY,CALCULUS OF KIDNEY
MASS AT DESCENDING COLON,MASS AT DESCENDING COLON
L3 5 SPONDYLOSIS,L4 5 SPONDYLOSIS
MASS AT FACE,MASS AT FACE
GROSS HAEMATURIA,GROSS HEMATURIA
LARGE VC,LARGE VC
NEOPLASM OF LARYNX,NEOPLASM OF LARYNX
SEVERE ACUTE PANCREATITIS WITH ACS S P EL,SEVERE ACUTE PANCREATITIS WITH ACS S P EL
RECTOSIGMOID CANCER,CA RECTOSIGMOID
INFECTED PRESSURE SORE AT COCCYX,INFECTED PRESSURE SORE AT COCCYX
NEAR AMPUTATION,NEAR AMPUTATION
CRLM AT S6,CRLM AT S6
ESRD S P DDKT C DJ STENT,ESRD S P DDKT C DJ STENT
PUP WITH EC FISTULA WITH DIFFICULT ABDOMEN,PUP WITH EC FISTULA WITH DIFFICULT ABDOMEN
SAH C HYDROCEPHALUS,SAH C HYDROCEPHALUS
LEFT HEMIFACIAL SPASM,LEFT HEMIFACIAL SPASM
HNP L5 S1,HNP L5 S1
SPINAL STENOSIS L4 5,L4 5 SPINAL STENOSIS
SUBSIDE CHOLANGITIS S P ERCP,SUBSIDE CHOLANGITIS S P ERCP
BENIGN LIPOMATOUS NEOPLASM OF SKIN AND SUBCUTANEOUS TISSUE OF TRUNK,BENIGN LIPOMATOUS NEOPLASM OF SKIN AND SUBCUTANEOUS TISSUE OF TRUNK
ABNORMAL CALCIFICATION OF LEFT BREAST,ABNORMAL CALCIFICATION OF LEFT BREAST
SEBORRHOEIC KERATOSIS,SEBORRHOEIC KERATOSIS
LT STAGHORN,LT STAGHORN
LUL NODULE,LUL NODULE
RT NECK MASS,RT NECK MASS
MUCOSAL PROLAPSE,MUCOSAL PROLAPSE
LT INVERTED PAPILLOMA,INVERTED PAPILLOMA
CHOLECYSTITIS,CHOLECYSTITIS
RUPTURED DISC C6 7,RUPTURED DISC C6 7
DYSPHAGIA WITH SIGNIFICANT WEIGHT LOSS,DYSPHAGIA WITH SIGNIFICANT WEIGHT LOSS
MENINGIOMA S P LT CRANIOTOMY C HYDROCEPHALUS,MENINGIOMA S P LT CRANIOTOMY C HYDROCEPHALUS
INFECTED BEDSORE AT COCCYX,INFECTED BEDSORE AT COCCYX
L3 4 5 SPONDYLOLITHESIS,L4 5 SPONDYLOLISTHESIS
L 23 SPONDYLOSIS ADJACENT LEVEL,L 23 SPONDYLOSIS ADJACENT LEVEL
SCC,SCC
RT FVC MASS,RT FVC MASS
GROSS HEMATURIA C AUR,GROSS HEMATURIA C AUR
MALIGNANT NEOPLASM OF TONSIL UNSPECIFIED,MALIGNANT NEOPLASM OF TONSIL UNSPECIFIED
CENTRAL VEIN STENOSIS RT,CENTRAL VEIN STENOSIS
CA PROXIMAL TRANSVERSE COLON,CA PROXIMAL TRANSVERSE COLON
MALIGNANT NEOPLASM OF LARYNX UNSPECIFIED,MALIGNANT NEOPLASM OF LARYNX UNSPECIFIED
CBN,CBN
MULTIPLE RT THYROID NODULE,MULTIPLE THYROID NODULES
LT AVF OUTFLOW STENOSIS,LT OUTFLOW STENOSIS
LARGE LIPOMA AT BACK,LARGE LIPOMA AT BACK
HNP C5 6,HNP C5 6
EPIDERMAL CYST,EPIDERMAL CYST
SEVERE OSA ITH,SEVERE OSA ITH
LARGE BLADDER TUMOR,LARGE BLADDER TUMOR
2ND HPTH WITH ELEVATED PTH,2ND HPTH WITH ELEVATED PTH
RIGHT SUBSTERNAL THYROID MASS,RIGHT SUBSTERNAL THYROID MASS
RECURRENT GRAVES' DISEASE,RECURRENT GRAVES' DISEASE
STOOL OCCULT POSITIVE,STOOL OCCULT POSITIVE
BLUNT ABDOMINAL INJURY S P EL,BLUNT ABDOMINAL INJURY S P EL
HYPER SECRETION,HYPERSECRETION
PAPILLOMA RT SEPTUM,PAPILLOMA RT SEPTUM
RIGHT PROXIMAL UC,RT PROXIMAL UC
INTERNAL HEMORRHOID GRADE 3,INTERNAL HEMORRHOID GRADE 3
FIA LOW TRANSPHINCTERIC,LOW TRANSPHINCTERIC FIA
R O CA STOMACH,R O CA STOMACH
RT PTC,RT PTC
CA POSTERIOR PHARYNX,CA POSTERIOR PHARYNX
R O LYMPHOMA,R O LYMPHOMA
LT BREAST MASS L4,LT BREAST MASS L12
L5 S1 SPONDYLOLITHESIS,L5 S1 SPONDYLOLITHESIS
RT CHL,RT CHL
POLYP OF VOCAL CORD AND LARYNX,POLYP OF VOCAL CORD AND LARYNX
PROLAPSED THROMBOSED HEMORRHOID,PROLAPSED THROMBOSED HEMORRHOID
SUBSTERNAL THYROID GOITER,SUBSTERNAL THYROID GOITER
LT CENTRAL VEIN STENOSIS,CENTRAL VEIN STENOSIS
CA DISTAL ESOPHAGUS,CA DISTAL ESOPHAGUS
HYPERHYDROSIS,HYPERHIDROSIS
COMPRESSION FRACTURE L1,COMPRESSION FRACTURE L1
CA ANAL CANAL,CA ANAL CANAL
CECAL MASS,CECAL MASS
THROMBOSED AVBG RT UPPER ARM,THROMBOSED AVBG LT UPPER ARM
TONSILITIS,TONSILITIS
FACE LIFT,FACE LIFT
RT UPPER UC,LT UPPER UC
S P KIDNEY TRANSPLANT,S P KIDNEY TRANSPLANT
RT UVJ STONE,RT UVJ STONE
CKD STGAE V,CKD STAGE V
ESRD S P AVF,ESRD S P AVF
EPIGASTRIUM PAIN,EPIGASTRIUM PAIN
FALSE ANEURYSM AVBG LT FOREARM,FALSE ANEURYSM AVBG LT FOREARM
VESICAL STONE,VESICAL STONE
MASS AT RIGHT FOREARM,MASS AT RIGHT FOREARM
RIGHT SDH,RIGHT SDH
NF RT LEG S P FASCIOTOMY,NF RT LEG S P FASCIOTOMY
RT NASAL MASS,RT NASAL MASS
RESPIRATORY FAILURE,RESPIRATORY FAILURE
MASS AT CHIN,MASS AT CHIN
MALIGNANT NEOPLASM OF UPPER INNER QUADRANT OF BREAST,MALIGNANT NEOPLASM OF UPPER INNER QUADRANT OF BREAST
SCREENING CRC,SCREENING CRC
AVF LT CUBITAL STENOSIS,AVF LT CUBITAL STENOSIS
MALFUNCTION TCC AT RT IJV,MALFUNCTION TCC RT IJV
FALSE ANEURYSM AVBG LT UPPERARM,FALSE ANEURYSM AVBG LT UPPERARM
CA SIGMOID WITH LIVER METASTASIS,CA SIGMOID WITH LIVER METASTASIS
CA MID RECTUM,CA MID RECTUM
CA RT BREAST S P NEOADJUVANT CHEMO,CA RT BREAST S P NEOADJUVANT CHEMO
DISTAL CHOLANGIOCARCINOMA,DISTAL CHOLANGIOCARCINOMA
POSTHITIS,POSTHITIS
GIGANTOMASTIA,GIGANTOMASTIA
BILATERAL THYROID NODULE,BILATERAL THYROID NODULE
LARGE RT THYROID NODULE,LARGE RT THYROID NODULE
THYROID NODULE BOTH LOBES,THYROID NODULE BOTH LOBES
MODERATE OSA WITH ITH,MODERATE OSA WITH ITH
SCAR CONTRACTION,SCAR CONTRACTION
PIRADS 4,PIRADS 4
ADVANCE STAGE CA RECTUM,ADVANCE STAGE CA RECTUM
S P KT,S P KT
CVI C3 BOTH LEGS,CVI C2S BOTH LEGS
SVT LT LEG,SVT LT LEG
LT THYROID MASS,LEFT THYROID MASS
ANAL WART,ANAL WART
PERIANAL SKIN TAG,PERIANAL SKIN TAG
SUBSIDED CHOLECYTITIS,SUBSIDED CHOLECYSTITIS
R O URETHRAL MASS,R O URETHRAL MASS
ESRD WITH INFLOW STENOSIS,ESRD WITH OUTFLOW STENOSIS
C3 6 SPONDYLOSIS,C SPONDYLOSIS
LT PROXIMAL UC,LT PROXIMAL UC
VESICLE CALCULI,VESICLE CALCULI
CLTI LT FOOT,CLTI LT FOOT
R O RT OUTFLOW STENOSIS,R O OUTFLOW STENOSIS
ESRD WITH GIANT ANEURYSM,ESRD WITH GIANT ANEURYSM
BURST FRACTURE L3,BURST FRACTURE L1
C7 T1 SPONDYLOSIS,C7 T1 SPONDYLOSIS
OTHER BENIGN NEOPLASMS OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL,OTHER BENIGN NEOPLASMS OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL
HYPERTROPHIC SCAR,HYPERTROPHIC SCAR
LIPOMA AT CHEEK,LIPOMA AT CHEEK
KELOID AT LT EAR,KELOID AT LT EAR
SEBORRHIC KERATOSIS,SEBORRHOEIC KERATOSIS
MALIGNANT NEOPLASM OF OVERLAPPING LESION OF BLADDER,MALIGNANT NEOPLASM OF OVERLAPPING LESION OF BLADDER
SPONDYLOLISTHESIS L4 5,L4 5 SPONDYLOLISTHESIS
LT RCC,LT RC
CLI RIGHT FOOT,CLI RIGHT FOOT
NOSE INFECTION,NOSE INFECTION
OTHER DISEASES OF VOCAL CORDS,OTHER DISEASES OF VOCAL CORDS
JUXTAVENOUS STENOSIS LT,JUXTAVENOUS STENOSIS LT
OUTFLOW STENOSIS RT,RT OUTFLOW STENOSIS
RT INFLOW STENOSIS,LT INFLOW STENOSIS
INTRADUCTAL PAPILLOMA,INTRADUCTAL PAPILLOMA
CBD STONE S P ERCP STONE REMOVAL,CBD STONE S P ERCP STONE REMOVAL
CHRONIC SINUSITIS UNSPECIFIED,CHRONIC SINUSITIS UNSPECIFIED
RT SUPRACLAVICULAR MASS,RT SUPRACLAVICULAR MASS
CONTRACTURE BLADDER NECK,CONTRACTURE BLADDER NECK
S P LEFT DJ,S P LEFT DJ
HEMORRHOID LGIB,LGIB HEMORRHOID
GASTRIC POLYP,GASTRIC POLYP
R O AVBG STENOSIS,R O AVBG STENOSIS
INFECT AVBG LT THIGH,INFECT AVBG LT THIGH
CHOLESTEATOMA LT EAR,CHOLESTEATOMA LT EAR
CYST AT BACK,CYST AT BACK
INFECT AVBG LT FOREARM,INFECTED AVBG LT FOREARM
CA BLADDER WITH URETHRAL STRICTURE,CA BLADDER URETHRAL STRICTURE
RT PARIETAL MASS,RT PARIETAL MASS
OLF T10 11,OLF T10 11
BILATERAL URETEROSTOMY,BILATERAL URETEROSTOMY
DYSURIA CAUSE,DYSURIA CAUSE
R O CA SIGMOID,R O CA SIGMOID
R O CA DESCENDING COLON,R O CA DESCENDING COLON
CTLI LT LEG,CTLI LT LEG
CVI C3 RT LEG,CVI C3 RT LEG
ANAL FISSURE,ANAL FISSURE
COMPARTMENT SYNDROME S P FASCIOTOMY,COMPARTMENT SYNDROME S P FASCIOTOMY
SMALL BOWEL RESECTION C SPLENECTOMY C DISTAL PANCREATECTOMY,SMALL BOWEL RESECTION C SPLENECTOMY C DISTAL PANCREATECTOMY
ESRD WITH JUXTAANASTOMOSIS STENOSIS,ESRD WITH JUXTAANASTOMOSIS STENOSIS
P,P
INFECTED DM FOOT RT,INFECTED DM FOOT
CA SIGMOID S P LOOP PROXIMAL TRANSVERSE COLOSTOMY,CA SIGMOID S P LOOP PROXIMAL TRANSVERSE COLOSTOMY
BILATERAL BREAST CANCER,BILATERAL BREAST CANCER
LEFT CA BREAST S P NAC,LEFT CA BREAST S P NAC
CA HEAD OF PANCREAS,CA HEAD OF PANCREAS
BURST FX L4,BURST FX L4
PROLONG ET TUBE,PROLONG ET TUBE
GALL STONE,GALLSTONE
LEFT SCROTAL MASS,LEFT SCROTAL MASS
SCREENING COLONIC CANCER,SCREENING COLONIC CANCER
CA CECUM S P LAP RHC,CA CECUM S P RHC
CHRONIC KIDNEY DISEASE UNSPECIFIED,CHRONIC KIDNEY DISEASE UNSPECIFIED
R O CEPHALIC ARCH STENOSIS LT,R O CEPHALIC ARCH STENOSIS
2ND DEGREE BURN AT BACK,2ND DEGREE BURN AT BACK
HOLLOW VISCUS ORGAN PERFORATE,HOLLOW VISCUS ORGAN PERFORATE
HYPERTROPHY OF TONSILS,HYPERTROPHY OF TONSILS
BCC AT NOSE,BCC AT NOSE
CA BLADER,CA BLADDER
S P KT C DJ STENT,S P KT C DJ STENT
CVI C4A BOTH LEGS,CVI C2S BOTH LEGS
AIRWAY DISEASE DUE TO OTHER SPECIFIC ORGANIC DUSTS,AIRWAY DISEASE DUE TO OTHER SPECIFIC ORGANIC DUSTS
RIGHT RCC,RIGHT RC
FREQUENCY,FREQUENCY
HYDROCELE,HYDROCELE
CA RECTOSIGMOID S P SX,CA RECTOSIGMOID S P SX
BIRADS 4B,BIRADS 4B
RT BREAST MASS R9,RT BREAST MASS R9
LT VESTIBULAR SCHWANNOMA,LT VESTIBULAR SCHWANNOMA
CA HEPATIC FLEXURE COLON,CA HEPATIC FLEXURE COLON
LT HEMIFACIAL SPASM,LEFT HEMIFACIAL SPASM
RUPTURED DISC L4 5,RUPTURE DISC L4 5
PROLONGED ET,PROLONGED ETT
DERMOID CYST,DERMOID CYST
R O CENTRAL VEIN STENOSIS RT,R O CENTRAL VEIN STENOSIS
MASS AT RT GROIN,MASS AT RT GROIN
THROMBOSED AVBG LEFT FOREARM,THROMBOSED AVBG LT FOREARM
C5 6 7 SPONDYLOSIS,C4 5 6 7 SPONDYLOSIS
LT FRONTAL MENINGIOMA,LT FRONTAL MENINGIOMA
SYMPTOMATIC GALLSTONES,SYMPTOMATIC GALLSTONE
CRS WITH NP,CRS WITH NP
ESOPHAGEAL STRICTURE,ESOPHAGEAL STRICTURE
RECTUM CANCER,RECTUM CANCER
GS PANCREATITIS,GS PANCREATITIS
CFX NASAL BONE,CFX NASAL BONE
LT CRS WITH NP,CRS WITH NP
LEFT STAGHORN CALCULI,LEFT STAGHORN CALCULI
BILAT OBSTRUCTIVE UROPATHY,BILAT OBSTRUCTIVE UROPATHY
CVI C6 RT LEG,CVI C3 RT LEG
L SPONDYLOSIS L4 5,L4 5 SPONDYLOSIS
MASS SCALP,MASS SCALP
SEBACEOUS CYST AT SCROTUM,SEBACEOUS CYST AT SCROTUM
GRADE 4 HEMORRHOID,GRADE 4 HEMORRHOID
LT BASILIC VEIN STENOSIS,LT BASILIC VEIN STENOSIS
CA LT URETER,CA LT URETER
SCAR CONTRACTURE,SCAR CONTRACTURE
R O RECURRENT CA BLADDER,R O RECURRENT CA BLADDER
S P RT DJ,S P RT DJ
ACUTE CHOLANGITIS WITH CBD STONE S P ERCP,ACUTE CHOLANGITIS WITH CBD STONE S P ERCP
HIGH PSA R O CA PROSTATE,HIGH PSA R O CA PROSTATE
RISING CEA,CEA RISING
GALLSTONE PANCREATITIS S P ERCP,GALLSTONE PANCREATITIS S P ERCP
VERY LARGE RIGHT THYROID MASS,VERY LARGE RIGHT THYROID MASS
S P AVF RT CUBITAL WITH OUTFLOW STENOSIS,S P AVF RT CUBITAL WITH OUTFLOW STENOSIS
ESRD ON HD DLC RT IJV,ESRD ON DLC RT IJV
LT BREAST MASS L8 PALPABLE,LT BREAST MASS L8 PALPABLE
TUBERCULUM MENINGIOMA,TUBERCULUM MENINGIOMA
BILATERAL SDH,BILATERAL SDH
RECURRENT BILAT NASAL POLYP,RECURRENT BILAT NASAL POLYP
FIBROADENOMA RIGHT BREAST,FIBROADENOMA RIGHT BREAST
LEFT INGUINAL HERNIA,RT INGUINAL HERNIA
MALIGNANT NEOPLASM OF LARYNX OVERLAPPING LESION OF LARYNX,MALIGNANT NEOPLASM OF LARYNX OVERLAPPING LESION OF LARYNX
LEFT LOWER PARATHYROID ADENOMA,LEFT LOWER PARATHYROID ADENOMA
RT FRONTAL MENINGIOMA,RT FRONTAL MENINGIOMA
LT PARASAGGITAL MENINGIOMA,LT PARASAGGITAL MENINGIOMA
SCC AT SCALP,SCC AT SCALP
CA DESCENDOSIGMOID,CA DESCENDOSIGMOID
R O CA SUPRAGLOTTIS,R O CA SUPRAGLOTTIS
SPINAL STENOSIS L3 5,L4 5 SPINAL STENOSIS
PROLOGED INTUBATION,PROLONG INTUBATION
CENTRAL PERFORATION OF TYMPANIC MEMBRANE,CENTRAL PERFORATION OF TYMPANIC MEMBRANE
ABSCESS OF SALIVARY GLAND,ABSCESS OF SALIVARY GLAND
CA BLADDER SURVILLANCE,CA BLADDER SURVILLANCE
SIGMOID VOLVULUS,SIGMOID VOLVULUS
CA EGJ,CA EGJ
THROMBOSED AVBG RT FOREARM,THROMBOSED AVBG LT FOREARM
ESRD ON TCC LT IJV,ESRD ON TCC LT IJV
L1 BURST FRACTURE,BURST FRACTURE L1
R O CEPHALIC ARCH STENOSIS RT,R O CEPHALIC ARCH STENOSIS
LT TVC MASS,LT TVC MASS
SEQUELAE OF RESPIRATORY AND UNSPECIFIED TUBERCULOSIS,SEQUELAE OF RESPIRATORY AND UNSPECIFIED TUBERCULOSIS
MASS AT FOREHEAD,MASS AT FOREHEAD
RIGHT CA BREAST S P NAC,RIGHT CA BREAST S P NAC
PNEUMONIA UNSPECIFIED,PNEUMONIA UNSPECIFIED
ASCENDING COLON MASS,ASCENDING COLON MASS
CA APPENDIX,CA APPENDIX
CA SIGMOID COLON S P LAP SIGMOIDECTOMY,CA SIGMOID S P LAP SIGMOIDECTOMY
MULFUNCTION TCC,MALFUNCTION TCC
SWING VEIN STENOSIS AVF LT WRIST,SWING VEIN STENOSIS AVF LT WRIST
B,B
SECONDARY HYPERPARATHYROIDISM,SECONDARY HYPERPARATHYROIDISM
ACCESSORY BREAST,ACCESSORY BREAST
RT CRANIAL DEFECT,RT CRANIAL DEFECT
CA RECTUM S P LAP LAR,CA RECTUM S P LAR
C6 7 SPONDYLOSIS,C SPONDYLOSIS
CEREBELLAR MASS,CEREBELLAR MASS
INTESTINAL METAPLASIA AT GASTRIC BODY LESSER CURVATURE,INTESTINAL METAPLASIA AT GASTRIC BODY LESSER CURVATURE
TONSILLITIS,TONSILITIS
URETER STENOSIS,URETER STENOSIS
SEVERE PANCREATITIS WITH ABDOMINAL COMPARTMENT SYNDROME S P EL WITH TEMPORARY CLOSURE,SEVERE PANCREATITIS WITH ABDOMINAL COMPARTMENT SYNDROME S P EL WITH TEMPORARY CLOSURE
TRACHEOCUTANEOUS FISTULA,TRACHEOCUTANEOUS FISTULA
SEBACEOUS CYST,SEBACEOUS CYST
DYSTHYROID OPTIC NEUROPATHY,DYSTHYROID OPTIC NEUROPATHY
SPINDLE CELL BLADDER TUMOR,SPINDLE CELL BLADDER TUMOR
OBSTRUCTIVE HYDROCEPHALUS,OBSTRUCTIVE HYDROCEPHALUS
MALIGNANT NEOPLASM OF LYMPH NODES OF HEAD FACE AND NECK,MALIGNANT NEOPLASM OF LYMPH NODES OF HEAD FACE AND NECK
ANEURYSM AT AVF LT WRIST,ANEURYSM AT AVF LT WRIST
MULTIPLE TRAUMA S P EL TEMPORARY CLOSURE,MULTIPLE TRAUMA S P EL TEMPORARY CLOSURE
CA RECTOSIGMOID CRLM,CA RECTOSIGMOID CRLM
GASTROINTESTINAL HAEMORRHAGE UNSPECIFIED,GASTROINTESTINAL HAEMORRHAGE UNSPECIFIED
THROMBOSE AVF RT WRIST,THROMBOSED AVF LT WRIST
HCC S6,HCC S6
RT SPONTANEOUS PNEUMOTHORAX,RT SPONTANEOUS PNEUMOTHORAX
THROMBOSED AVF RT WRIST,THROMBOSED AVF LT WRIST
HCC S8,HCC S8
ABNORMAL CALCIFICATION BOTH BREAST,ABNORMAL CALCIFICATION BOTH BREAST
S P RHINOPLASTY,S P RHINOPLASTY
CYSTITIS CYSTICA GLANDULARIS,CYSTITIS CYSTICA GLANDULARIS
ULCER OF PENIS,ULCER OF PENIS
CVI C4B BOTH LEGS,CVI C2S BOTH LEGS
BOWEN'S DISEASE,BOWEN'S DISEASE
SUBGLOTTIC MASS,SUBGLOTTIC MASS
BILATERAL UC,BILATERAL UC
LOWER GI BLEED,LOWER GI BLEEDING
HEMATOCHEZIA,HEMATOCHEZIA
CVI C2S OF RT LEG,CVI C2S OF RT LEG
BLEEDING PER MEATUS,BLEEDING PER MEATUS
BALANITIS IN DISEASES CLASSIFIED ELSEWHERE,BALANITIS IN DISEASES CLASSIFIED ELSEWHERE
C4 7 SPONDYLOSIS,C SPONDYLOSIS
C4 6 SPONDYLOSIS,C SPONDYLOSIS
WOUND RIGHT THIGH,WOUND RIGHT THIGH
SCCA ON RIGHT LITTLE FINGER,SCCA ON RIGHT LITTLE FINGER
UNDESCENDED TESTICLE UNILATERAL,UNDESCENDED TESTICLE UNILATERAL
LUL MASS,LUL MASS
LEFT OUTFLOW STENOSIS,LT OUTFLOW STENOSIS
ADH,ADH
ADJACENT SEGMENT DISEASE L3 4,ADJACENT SEGMENT DISEASE L3 4
SURVEILLANCE,SURVEILLANCE
THROMBOSED HEMORRHOID,THROMBOSED HEMORRHOID
TOXIC MULTINODULAR GOITER,NONTOXIC MULTINODULAR GOITRE
CA THYROID,CA THYROID
MASS AT RT NECK,MASS AT NECK
R O CA THYROID,R O CA THYROID
L4 5 SPONDYLOLITHESIS,L4 5 SPONDYLOLISTHESIS
BLEEDING TUMOR,BLEEDING TUMOR
INFECTED VP SHUNT,INFECTED VP SHUNT
FX NASAL BONE,CFX NASAL BONE
LT PREAURICULAR ABSCESS,LT PREAURICULAR ABSCESS
HYDRONEPHROSIS,LT HYDRONEPHROSIS
BPH WITH PERSISTENT PYURIA,BPH WITH PERSISTENT PYURIA
ESRD WITH MULFUNCTION TCC,ESRD WITH MALFUNCTION TCC
