variant,canonical
CROSSOVER ANGIOPLASTY OF RT LEG,CROSSOVER ANGIOPLASTY RT LEG
AVBG,AVBG
TCC RT IJV OR LT EJV OR LT CFV VENOGRAM,TCC RT IJV OR LT EJV OR LT CFV VENOGRAM
REVISE AVF RT FOREARM,REVISE AVF RT FOREARM
LIFT CORE OUT FISTULAECTOMY LIS,LIFT CORE OUT FISTULAECTOMY LIS
LT LATERAL TEMPORAL BONE RESECTION ABDOMINAL FAT OBLITERATION FACIAL NIMS,LT LATERAL TEMPORAL BONE RESECTION ABDOMINAL FAT OBLITERATION FACIAL NIMS
ENDOSCOPIC TUMOR REMOVAL SEPTOPLASTY,ENDOSCOPIC TUMOR REMOVAL SEPTOPLASTY
EXCISION RT PARATESTICULAR CYST,EXCISION RT PARATESTICULAR CYST
TUI BN UNDER SB,TUI BN UNDER SB
NASAL ENDOSCOPY DL BIOPSY,NASAL ENDOSCOPY DL BIOPSY
BILATERAL FESS WITH MICRODEBRIDER WITH NAVIGATOR,BILAT FESS WITH MICRODEBRIDER WITH NAVIGATOR
LAP LEFT NEPHRECTOMY,LT LAP NEPHRECTOMY
SCALP FLAP RECONSTRUCTION,SCALP FLAP RECONSTRUCTION
REVISION BOTH AXILLAR UNDER GA,REVISION BOTH AXILLAR UNDER GA
WIDE EXCISION C COMPLETE GROIN NODE RESECTION,WIDE EXCISION C COMPLETE GROIN NODE RESECTION
AMPUTATION OF ASSESORY FINGER,AMPUTATION OF ASSESORY FINGER
SCRUB BURN C DB,SCRUB BURN C DB
AMPUTATE RT 4TH 5TH TOE,AMPUTATE RT 4TH 5TH TOE
EXCISIONAL BIOPSY CHRONIC WOUND LT LEG,EXCISIONAL BIOPSY CHRONIC WOUND LT LEG
MICROWAVE ABLATION LEFT THYROID MASS,MICROWAVE ABLATION LEFT THYROID MASS UNDER LA
RT URSL DJ STENT INSERTION,RT URSL DJ STENT INSERTION
CIRCUMCISION EC,CIRCUMCISION
URSL DJ STENT INSERTION LT,RT URSL DJ STENT INSERTION
SURVEILANCE CYSTOSCOPY,SURVEILLANCE CYSTOSCOPY
CYSTOSCOPE C DJ STENT,CYSTOSCOPE C DJ STENT
LAP RT ADRENALECTOMY,LAP RIGHT ADRENALECTOMY
LEFT URS BX,LEFT URS BX
FLEX URSL,FLEX URSL
FLEXIBLE CYSTOSCPOPY,FLEXIBLE CYSTOSCOPY
RT ORCHIECTOMY,RT ORCHIECTOMY
URS,URS
CYSTOSCOPE วัด RU CYSTOSCOPE,CYSTOSCOPE วัด RU CYSTOSCOPE
DILATE URETHRAL,DILATE URETHRA
RHINOPLASTY C COSTAL CARTILAGE,RHINOPLASTY C COSTAL CARTILAGE
EVALUATE STSG DRESSING WOUND,EVALUATE STSG DRESSING WOUND
MICROWAVE ABLATION RIGHT THYROID MASSES X2,MICROWAVE ABLATION RIGHT THYROID MASSES X2
MWA AT LEFT THYROID MASS X 2,MWA AT LEFT THYROID MASS X 2
LAP SUBTOTAL COLECTOMY CONVERT TO OPEN PROTECTIVE LOOP ILEOSTOMY,LAP SUBTOTAL COLECTOMY CONVERT TO OPEN PROTECTIVE LOOP ILEOSTOMY
ABDOMINAL TOILET C CHANGE VACCUUM DRESSING,CHANGE VACUUM DRESSING C ABDOMINAL TOILET
RT AXILLA LN EXCISION,RT AXILLA LN EXCISION
EXCISION OF BREAST MASS,EXCISION RT BREAST MASS
ANAL STRICTUROPLASTY,ANAL STRICTUROPLASTY
CORRECT GYNECOMASTIA,CORRECT GYNECOMASTIA
TCC RT IJV LT IJV,TCC RT EJV LT IJV
LAP APR TATME,LAP APR TATME
BILATERAL RFA C STAB AVULSION,BILATERAL RFA C STAB AVULSION
OFF CHEMOPERT,OFF CHEMOPERT
RT RETROSIGMOID SUBOCCIPITAL CRANIOTOMY C TUMOR REMOVAL,RT RETROSIGMOID SUBOCCIPITAL CRANIOTOMY C TUMOR REMOVAL
L4 S1 LAMINECTOMY WITH PDS FIXATION TLIF,MIS L4 S1 LAMINECTOMY WITH PDS FIXATION
T BSP RF BOT RF NOSE GA,T BSP RF BOT RF NOSE GA
LAMINOTOMY T5 6 WITH REMOVE TUMOR,LAMINOTOMY T5 6 WITH REMOVE TUMOR
LT CRANIOTOMY WITH CLIPPING ANEURYSM,LT CRANIOTOMY WITH CLIPPING ANEURYSM
LAMINECTOMY L3 5 WITH PDS FIXATION MIS,LAMINECTOMY WITH PDS FIXATION L4 5
LAMINECTOMY C4 5 RT,LAMINECTOMY C4 5
L3 4 LAMINECTOMY WITH L3 S1 PDS FIXATION,L3 4 LAMINECTOMY WITH L3 S1 PDS FIXATION
RT CRANIOTOMY WITH TUMOR REMOVAL WITH OPTIC DECOMPRESSION,RT CRANIOTOMY WITH TUMOR REMOVAL WITH OPTIC DECOMPRESSION
RETROSIGMOID CRANIOTOMY RIGHT,RETROSIGMOID CRANIOTOMY RIGHT
TPS L3 5 WITH LAMINECTOMY L3 5 WITH DISCECTOMY L3 4 L4 5,TPS L3 5 WITH LAMINECTOMY L3 5 WITH DISCECTOMY L3 4 L4 5
REEXPLORE WITH ABSCESS RESECTION,REEXPLORE WITH ABSCESS RESECTION
RT TOTAL PAROTIDECTOMY RT RADICAL MASTOIDECTOMY TUMOR REMOVAL NIMS,RT TOTAL PAROTIDECTOMY RT RADICAL MASTOIDECTOMY TUMOR REMOVAL NIMS
ENDOSCOPIC LT T PLASTY LA,RT ENDOSCOPIC T PLASTY LA
RADICAL LARYNGECTOMY,RADICAL LARYNGECTOMY
WIDE EXCISION OF LESION OF LIP,WIDE EXCISION OF LESION OF LIP
CYSTOSCOPE SURVEILLANCE,SURVEILLANCE CYSTOSCOPY
KYPHOPLASTY T12,KYPHOPLASTY T12
LIGATE AVF LT CUBITAL C TCC AT RT IJV,LIGATE AVF LT CUBITAL C TCC AT RT IJV
DEBRIDEMENT LEFT FOOT VAC DRESSING,DEBRIDEMENT LEFT FOOT VAC DRESSING
REVISE AVF ANEURYSMECTOMY,REVISE AVF ANEURYSMECTOMY
RT CAROTID STENT,RT CAROTID STENTING
AVBG AT LT FOREARM,AVBG LT FOREARM
RFA BOTH LEGS WITH STAB AVULSION RT LEG,RFA BOTH LEGS WITH STAB AVULSION RT LEG
CHANGE DLC TO TCC RT IJV,CHANGE DLC TO TCC RT IJV
REPAIR FALSE ANEURYSM AT RT AVF,REPAIR FALSE ANEURYSM AT RT AVF
LIGATE BRANCH OF CEPHALIC VEIN,LIGATE BRANCH OF CEPHALIC VEIN
DEBRIDEMENT WITH REVISE STUMP LT FOOT,DEBRIDEMENT WITH REVISE STUMP LT FOOT
FISTULOGRAM LT SUBCLAVEIN V,FISTULOGRAM LT SUBCLAVEIN V
EVAR IBD,EVAR IBD
FISTULOGRAM PTA LIGATE BRANCH,FISTULOGRAM PTA LIGATE BRANCH
URS REMOVE BILAT DJ STENT,URS REMOVE BILAT DJ STENT
OPEN DISTAL PANCREATECTOMY SPLENECTOMY,OPEN DISTAL PANCREATECTOMY SPLENECTOMY
EXCISION MASS AT BACK AND LT FOREARM,EXCISION MASS AT BACK AND LT FOREARM
OPEN TTD LN DISSECTION,OPEN TTD LN DISSECTION
OPEN WEDGE S7,OPEN WEDGE S7
OPEN TOTAL THYROIDECTOMY WITH LN DISSECTION,OPEN TOTAL THYROIDECTOMY WITH LN DISSECTION
EL WEDGE S6,EL WEDGE S6
GASTRO_COLONOSCOPE,GASTRO_COLONOSCOPE
RIGHT MASTECTOMY WTIH SLNB LEFT PROPHYLAXIS MASTECTOMY,RIGHT MASTECOTMY WITH SLNB LEFT PROPHYLAXIS MASTECTOMY
RFA C STRAP AVULSION LT LEG UNDER SB,RFA C STRAP AVULSION LT LEG UNDER SB
PORTA CATH,PORTA CATH
BASILLIC VEIN TRANPOSITION RT FOREARM,BASILLIC VEIN TRANPOSITION RT FOREARM
TPS L4 5 WOTH DECOMPRESSION L3 5,TPS L4 5 WOTH DECOMPRESSION L3 5
TF CASE OPEN LAMINECTOMY T8 WITH TUMOR REMOVAL,TF CASE OPEN LAMINECTOMY T8 WITH TUMOR REMOVAL
LAMINECTOMY L4 5 WITH PDS FIXATION,LAMINECTOMY WITH PDS FIXATION L4 5
OPEN LIVER S6 RESECTION,OPEN LIVER S6 RESECTION
LT RFA WITH MULTIPLE PHLEBECTOMY,BILATERAL RFA WITH MULTIPLE PHLEBECTOMY
DOWNHILL BALLOON ANGIOPLASTY LT LEG,DOWNHILL BALLOON ANGIOPLASTY RT LEG
LAP LT NEPHECTOMY,LT LAP NEPHRECTOMY
CIRCUMCIOSION นอกเวลา,CIRCUMCIOSION นอกเวลา
REMOVE OLD SLING WITH INSERT NEW PUBOVAGINAL SLING WITH CYSOTOSOPE,REMOVE OLD SLING WITH INSERT NEW PUBOVAGINAL SLING WITH CYSOTOSOPE
PVS,PVS
RIGHT URSL,RIGHT URSL
CYSTOCOPY REMOVE CLOT,CYSTOCOPY REMOVE CLOT
CYSTO DILATE S CURVE,CYSTO DILATE S CURGVE
1ST STAGE EXCISION PARAFFINOMA,1ST STAGE EXCISION PARAFFINOMA นอกเวลา
VASOVASOSTOMY RIGHT ใช้กล้อง MICRO,VASOVASOSTOMY RIGHT ใช้กล้อง MICRO
TRUS BX ท่าตะแคง,TRUS BX ท่าตะแคง
LOOP DISTAL TRANSVERSE COLOSTOMY,LOOP DISTAL TRANSVERSE COLOSTOMY
DEBRIDEMENT IRRIGATE,DEBRIDEMENT IRRIGATE
TCC RT FV REMOVE TCC LT IJV CENTROS,TCC RT FV REMOVE TCC LT IJV CENTROS
DILATE COLOSTOMY,DILATE COLOSTOMY
REVISE AVBG LT FOREARM THROMBECTOMY PTA,REVISE AVBG LT FOREARM THROMBECTOMY PTA
OPEN LAR LT NEPHRECTOMY,OPEN LAR WITH LT NEPHRECTOMY
FISULOMY,FISULOMY
DLC AT RT IJV LIGATE AVF LT WRIST,DLC AT RT IJV LIGATE AVF LT WRIST
LC LAPAROSCOPIC LAR HAND SEWN CAA,LC LAPAROSCOPIC LAR HAND SEWN CAA
REVISE STUMP 1ST 2ND TOE LT FOOT,REVISE STUMP 1ST 2ND TOE LT FOOT
FITSULOGRAM PTA,FISTULOGRAM PTA
REVISE TCC LT IJV OR FV,REVISE TCC LT IJV OR FV
RT RENAL ARTERY STENTING [TRANS LEFT BRACHIAL],RT RENAL ARTERY STENTING [TRANS LEFT BRACHIAL]
REVISE LT TCC,REVISE LT TCC
REVIS TCC,REVISED TCC
LIGATE ANEURYSMECTOMY LT ARM TCC FV,LIGATE ANEURYSMECTOMY LT ARM TCC FV
TCC RT FV LIGATE AVF RT ARM,TCC RT FV LIGATE AVF RT ARM
HEMORRHIODECTOMY EGD COLONOSOCPY,EGD COLONOSCOPY HEMORRHOIDECTOMY
ENDOSCOPIC TUMOR REMOVAL NAVIGATOR,ENDOSCOPIC TUMOR REMOVAL NAVIGATOR
ORIF PLATE,ORIF PLATE
LT MYRINGOTOMY PE TUBE,LT MYRINGOTOMY WITH PE TUBE
SEMI CLOSED HEMORRHOIDECTOMY,CLOSED HEMORRHOIDECTOMY
WIDE EXCISION WITH PRMARY CLOSURE,WIDE EXCISION WITH PRMARY CLOSURE
WIDE EXCISION WITH PRIMARY CLOSURE,WIDE EXCISION WITH PRMARY CLOSURE
DB STSG LT FOOT,STSG LT FOOT
NERVE EXPLORETION BUCCAL BR OF RT FACIAL N,NERVE EXPLORETION BUCCAL BR OF RT FACIAL N
S P PARTIAL ALT FLAP,S P PARTIAL ALT FLAP
LIS EXCISION SENTINEL PILE,LIS EXCISION SENTINEL PILE
CORRECT U L EYELID,U L EYELID CORRECTION
PELVIC EXCENTERATION APR,PELVIC EXCENTERATION APR
FLEXIBLE URETEROSCOPY RIRS,FLEXIBLE URETEROSCOPY RIRS
TUR P 3 HR,TUR P 3 HR
2 BURR HOLE,2 BURR HOLE
RIGID CYSTO STRESS TEST,RIGID CYSTO STRESS TEST
RT URS DJ STENT,RT URSL DJ STENT
LT VARICOCELECTOMY,LT VARICOCELECTOMY
CYSTOSCOPY RT RP DJ STENT,CYSTOSCOPY RT RP DJ STENT
LEFT PCNL ญาติน้องอ้อย,LEFT PCNL ญาติน้องอ้อย
CYTOSCOPY,FCYSTOSCOPY
LEFT URSL LASER ใช้ FLU,LEFT URSL LASER ใช้ FLU
CYSTOLITHOLAPEXY,CYSTOLITHOLAPEXY
FLEX CYTO,FLEX CYSTO
PARTIAL PENECTOMY,PARTIAL PENECTOMY
SET OR FOR OPEN RADICAL NEPHRECTOMY 16 00 นอกเวลา,SET OR FOR OPEN RADICAL NEPHRECTOMY 16 00 นอกเวลา
MRI FUSION PROSTATE,MRI FUSION PROSTATE BX
TURP WITH VESICLE LASER LITHOTRIPSY,TURP WITH VESICLE LASER LITHOTRIPSY
FLEX CYSTOSCOPY URINE PCR FOR TB CYTOLOGY,FLEX CYSTOSCOPY URINE PCR FOR TB CYTOLOGY
FLEXIBLE CYSTOSCOPY CHANGE RT DJ STENT,FLEXIBLE CYSTOSCOPY CHANGE RT DJ STENT
ใช้กล้อง CUSA,ใช้กล้อง CUSA
RT RADIOCEPHALIC AVF SNUFF BOX,RT RADIOCEPHALIC AVF SNUFF BOX
DECOMPRESS L5 ROOT,DECOMPRESS L5 ROOT
LEFT PARIETAL CRANIOTOMY WITH REMOVE TUMOR,LEFT PARIETAL CRANIOTOMY WITH REMOVE TUMOR
LASER HEMORRHOIDOPATHY EXCISION SKIN TAG,LASER HEMORRHOIDOPATHY EXCISION SKIN TAG
LAP SIGMOIDECTOMY C LN DISSECTION,LAP SIGMOIDECTOMY C LN DISSECTION
LAMINECTOMY W PDS FIXATION L 345 MIS,LAINECTOMY W PDS FIXATION L 2345
REPAIR DURA AND PACK MASTOID AIR CELL RT TEMPORO OCCIPITAL,REPAIR DURA AND PACK MASTOID AIR CELL RT TEMPORO OCCIPITAL
REMOVAL OF FOREIGN BODY NOT OTHERWISE SPECIFIED,REMOVAL OF FOREIGN BODY NOT OTHERWISE SPECIFIED
ACDF C 3456 PEEK PLATE,ACDF C5 6 PEEK PLATE
ACDF WITH PLATE SCREW C4 5 6,ACDF WITH PLATE SCREW C4 5 6
ACDF C 567 PEEK PLATE,ACDF C4 5 6 7 PEEK PLATE
EXCHANGE LT DJ STENT,EXCHANGE LT DJ STENT
RIGHT CRANIOTOMY WITH REMOVE CLOT,RIGHT CRANIOTOMY WITH REMOVE CLOT
INCISION OF SALIVARY GLAND OR DUCT,INCISION OF SALIVARY GLAND OR DUCT
CLOSURE COLOSOTMY,CLOSURE COLOSTOMY
INCISION BX,INCISIONAL BX
LT MODIFIED RADICAL MASTOIDECTOMY WITH FACIAL NIMS,LT MODIFIED RADICAL MASTOIDECTOMY WITH FACIAL NIMS
ENDOSCOPIC SEPTOPLASTY WITH INFERIOR TURBINOPLASY,ENDOSCOPIC SEPTOPLASTY WITH INFERIOR TURBINOPLASTY
DL EXCISION GA,DL EXCISION
T M CAPOS UVULECTOMY RF NOSE GA,T M CAPOS UVULECTOMY RF NOSE GA
EGD COLONOSCOPY WITH HEMORRHOIDECTOMY,COLONOSCOPY WITH HEMORRHOIDECTOMY
RT MYRINGOTOMY,RT MYRINGOTOMY
CORRECTION OF UPPER LOWER EYELID,CORRECTION UPPER AND LOWER EYELID
ENDOSCOPIC REVISION NASOLACRIMAL DUCT PASSAGE,ENDOSCOPIC REVISION NASOLACRIMAL DUCT PASSAGE
ALTEMEIER'S OPERATION,ALTEMEIER'S OPERATION
OPEN BIOPSY OF TONGUE,OPEN BIOPSY OF TONGUE
LT PARTIAL GLOSSECTOMY C SND AREA 1 3,LT PARTIAL GLOSSECTOMY C SND AREA 1 3
BILATERAL MYRINGOTOMY WITH PE TUBE,BILATERAL MYRINGOTOMY PE TUBE
LAP LHC LC,LAP RHC LC
RT BRACHICEPHALIC AVF,LT BRACHIOCEPHALIC AVF
COVER STENT,COVER STENT
VABE LT BREAST L2 L3,VABE LT BREAST L2 L3
LT MASTECTOMY WITH SLNB DUAL TECHNIQUE,LT MASTECTOMY WITH SLNB DUAL TECHNIQUE
DLC LT IJV,DLC RT IJV
TCC AT RT EJV,TCC AT RT IJV
RT WRIST AVF,AVF LT WRIST
REMOVE GRAFT,REMOVE GRAFT
SUPERFICALIZATION OF AVF LT CUBITAL,SUPERFICALIZATION OF AVF LT CUBITAL
RIGHT AXILLARY LND,RIGHT AXILLARY LND
AVF RT WRIST AVF LT CUBITAL ถ้า PT ใส่ CATHETER ก่อน,AVF RT WRIST AVF LT CUBITAL ถ้า PT ใส่ CATHETER ก่อน
TCC IJV ขอวรัณญู,TCC IJV ขอวรัณญู
LT TM SLNB,LT TM SLNB
CLOSURE ABDOMINAL WALL,CLOSURE ABDOMINAL WALL
FISTULOGRAM PTA LT WRIST UNDER LOCAL,FISTULOGRAM PTA LT WRIST UNDER LOCAL
LIGATE AVF WITH TCC RT IJV,LIGATE AVF WITH TCC RT IJV
VABE RT BREAST,VABE RT BREAST
VATS WEDGE RESECTION OF LLL,VATS WEDGE RESECTION OF LLL
OPEN ESOPHAGOGASTRECTOMY WITH SB RECONSTRUCTION INTRAOP FROZEN,OPEN ESOPHAGOGASTRECTOMY WITH SB RECONSTRUCTION INTRAOP FROZEN
LAP RT NEPHRECTOMY C S7 SEGMENTECTOMY,LAP RT NEPHRECTOMY C S7 SEGMENTECTOMY
AVF LT CUBITAL OFF TCC,AVF LT CUBITAL OFF TCC
AVF LT RADIOCEPHALIC,LT RADIOCEPHALIC AVF
T TUBE CHOLANGIOGRAM REMOVE T TUBE,T TUBE CHOLANGIOGRAM REMOVE T TUBE
MICROWAVE ABLATION AT LEFT THYROID MASS,MICROWAVE ABLATION LEFT THYROID MASS UNDER LA
WEDGE CRLM S5 6 7 IOUS C MIRENA INSERTION,WEDGE CRLM S5 6 7 IOUS C MIRENA INSERTION
AMPUTATION RIGHT BIG TOE,AMPUTATION RIGHT BIG TOE
NEEDLE LOCALIZE EXCISION LUOQ,NEEDLE LOCALIZE EXCISION LUOQ
TOTAL MASTECTOMY LT BREAST,TOTAL MASTECTOMY LT BREAST
WIDE EXCISION RT BREAST MASS,EXCISION RT BREAST MASS
SUTURE WOUND WITH CHANGE VAC DRESSING,SUTURE WOUND WITH CHANGE VAC DRESSING
LT NEPHRECTOMY,LT NEPHRECTOMY
URETEROLITHOTOMY LT OPEN,URETEROLITHOTOMY LT OPEN
SUPINE PCNL RIRS,SUPINE PCNL RIRS
RIGHT PCN,RIGHT PCNL
RT URS L,RT URS L
VASECTOMY WITH CIRCUMCISION,VASECTOMY WITH CIRCUMCISION
OPEN TOTAL THYROIDECTOMY WITH BILATERAL CENTRAL NECK DISSECTION,OPEN TOTAL THYROIDECTOMY WITH PROPHYLACTIC BILATERAL CENTRAL NECK DISSECTION
CYSTOSCOPY WITH RETAIN FOLEY CATH BLADDER IRRIGATION,CYSTOSCOPY WITH RETAIN FOLEY CATH BLADDER IRRIGATION
ABDOMINAL TOILET,ABDOMINAL TOILET
EXCISOIN,EXCISOIN
1 LEFT BCT SLNB WIRE LOCALIZATION WIDE EXCISION 2 GASTRO COLONOSCOPE,1 LEFT BCT SLNB WIRE LOCALIZATION WIDE EXCISION 2 GASTRO COLONOSCOPE
OPEN NEPHRECTOMY,OPEN NEPHRECTOMY
REMOVE RIGHT DJ STENT,REMOVE RT DJ STENT
OFF DJ RT,OFF DJ RT
LT 1ST 3RD TOE AMPUTATION,LT 1ST TOE AMPUTATION
LAPAROSCOPIC RIGHT URETEROLITHROTOMY,LAPAROSCOPIC URETEROLITHOTOMY
CIRCUMCISOIN,CIRCUMCISION
LEFT LAPAROSCOPIC NEPHROURETERECTOMY นอกเวลา,LEFT LAPAROSCOPIC NEPHROURETERECTOMY นอกเวลา
LAPAROSCOPIC SMALL BOWEL RESECTION,LAPAROSCOPIC SMALL BOWEL RESECTION
COLONOSCOPY WITH TISSUE BIOPSY,COLONOSCOPY WITH TISSUE BIOPSY
LAP LEFT HEMICOLECTOMY,LAP RT HEMICOLECTOMY
BCS WITH LICAP LT,BCS WITH LICAP LT
ALTIMEIER'S OPERTION,ALTEMEIER'S OPERATION
LAPAROSCOPIC RIGHT HEMICOLECTOMY,LAPAROSCOPIC RIGHT HEMICOLECTOMY
SIGMOIDECTOMY WITH WEDGE BLADDER PRIMARY REPAIR,SIGMOIDECTOMY WITH WEDGE BLADDER PRIMARY REPAIR
EGD COLONOSCOPY LIS,EGD COLONOSCOPY
LAPAROSCOPIC SIGMOIDECTOMY LC,LAPAROSCOPIC SIGMOIDECTOMY
BALOON VENOPLASTY,BALLOON VENOPLASTY
LT BCT WITH SLNB WITH LICAP,LT BCT WITH SLNB WITH LICAP
LASER CYSTOLITHROTRIPSY WITH TURP,LASER CYSTOLITHROTRIPSY WITH TURP
ENDOSCOPIC SEPTOPLASTY WITH INFERIOR TURBINOPLSTY,ENDOSCOPIC SEPTOPLASTY WITH INFERIOR TURBINOPLASTY
I D DL BX,I D DL BX
LT THYROID LOBECTOMY TTD,LT THYROID LOBECTOMY
SEPTOPLASTY RF NOSE LT CONCHA BULLOSA EXCISION GA,SEPTOPLASTY RF NOSE LT CONCHA BULLOSA EXCISION GA
RT FESS POWERED TURBINOPLASTY,RT FESS POWERED TURBINOPLASTY
TYMPANOCENTESIS C PE TUBE,TYMPANOCENTESIS C PE TUBE
NASAL TELE STOP BLEEDING,NASAL TELE STOP BLEEDING
D L C MICRO EXCISION,MICRO DL C EXCISION
REVISE TCC RT IJV CENTRUS,REVISE TCC RT IJV CENTROS
REVISE AV GRAFT,REVISE AV GRAFT
ENDOSCOPIC TUMOR DECOMPRESSION NAVIGATOR,ENDOSCOPIC TUMOR DECOMPRESSION NAVIGATOR
REVISED AVBG THROMBECTOMY BALLOON ANGIOPLASTY,REVISED AVBG THROMBECTOMY BALLOON ANGIOPLASTY
SILICONE REMOVAL BOTH BREASTS UNDER GA,SILICONE REMOVAL BOTH BREASTS UNDER GA
SUTURED WOUND,SUTURE WOUND
OPEN COMPLETION RIGHT THYROIDECTOMY,OPEN COMPLETION RIGHT THYROIDECTOMY
STSG HARVEST DONOR จาก THIGH VAC DRESSING,STSG HARVEST DONOR จาก THIGH VAC DRESSING
AVF AT LT CUBITAL,AVF LT CUBITAL
DB C STSG LT FOOT LT HAND HARVEST LT THIGH,DB C STSG LT FOOT LT HAND HARVEST LT THIGH
FISTULOGRAM DPTA,FISTULOGRAM DPTA
REVISION FACE LIFT,REVISION FACE LIFT
DB VERSAJET UNDER GA,DB VERSAJET UNDER GA
STSTG EVALUATION,STSTG EVALUATION
DB C VERSAJET C STSG RT ARM UNDER GA,DB C VERSAJET C STSG RT ARM UNDER GA
DB UNDER LA,DB UNDER LA
DB C STSG LT LEG HARVEST RT THIGH UNDER GAET,DB C STSG LT LEG HARVEST RT THIGH UNDER GAET
CYSTOSCOPY C CYSTOLITOTRIPSY,CYSTOSCOPY C CYSTOLITOTRIPSY
FLEXIBLE CYSTOSCOPY SURVEILLACE,FLEXIBLE CYSTOSCOPY SURVEILLANCE
CYSTOLITROTRIPSY,CYSTOLITROTRIPSY
BILAT ORCHHIECTOMY,BILAT ORCHIDECTOMY
DEBRIDMENT,DEBRIDEMENT
OPEN RIGHT THYRIOD LOBECTOMY WITH RIGHT PARATHYRIODECTOMY,OPEN RIGHT THYRIOD LOBECTOMY WITH RIGHT PARATHYRIODECTOMY
OPEN COMPLETION RIGHT THYROIDECTOMY WITH BILAT CND,OPEN COMPLETION RIGHT THYROIDECTOMY WITH BILAT CND
LAPAROSCOPIC RIGHT ADRENALECTOMY UNDER GA,LAPAROSCOPIC RIGHT ADRENALECTOMY UNDER GA
REMOVE TK UNDER LA,REMOVE TK UNDER LA
REVISION OF RIGHT BREAST,REVISION OF RIGHT BREAST
LIGATE AVF UNDER LA,LIGATE AVF UNDER LA
VATS WEDGE RESECTION OF RUL NODULE WITH FROZEN SECTION RUL LOBECTOMY,VATS WEDGE RESECTION OF RUL NODULE WITH FROZEN SECTION RUL LOBECTOMY
REVISE TCC RT CFV WITH INTRAOP VENOGRAM,REVISE TCC RT CFV WITH INTRAOP VENOGRAM
LC LAP APPENDECTOMY,LAP APPENDECTOMY
FISTULOGRAM PTA AT LOOP AVBG RT UPPER ARM,FISTULOGRAM PTA AT LOOP AVBG RT UPPER ARM
LAMINECTOMY WITH PDS FIXATION L234 MIS,MIS L4 S1 LAMINECTOMY WITH PDS FIXATION
ACDF C567 PEEK PLATE,ACDF C5 6 PEEK PLATE
T10 12 PEDICULAR SCREW FIXATION UNDER NAVIGATOR,T10 12 PEDICULAR SCREW FIXATION UNDER NAVIGATOR
SET OR FOR TEMPORAL CRANIOTOMY WITH TUMOR REMOVAL,SET OR FOR TEMPORAL CRANIOTOMY WITH TUMOR REMOVAL
DISE T BSP RF NOSE RF BOT DEPENDS ON DISE,DISE T BSP RF NOSE RF BOT DEPENDS ON DISE
LAMINECTOMY WITH PDS FIXATION L4 5 PRODORTH,LAMINECTOMY WITH PDS FIXATION L4 5
TCC RT EJV OR LT IJV,TCC RT EJV LT IJV
PORT INSERTION AT RT IJV,TCC INSERTION AT RT IJV
LAMINECTOMY C6 T1 WITH CERVICOTHORACIC FIXATION,LAMINECTOMY C6 T1 WITH CERVICOTHORACIC FIXATION
LAMINECTOMY WITH PDS FIXATION L345S1 PRODORTH,LAMINECTOMY WITH PDS FIXATION L345S1 PRODORTH
ACDF C6 7 C LAMINECTOMY C7 T1,ACDF C6 7 C LAMINECTOMY C7 T1
REPAIR RT RADIAL A,REPAIR RT RADIAL A
TPS L4 L5 WITH DECOMPRESSION,TPS L4 L5 WITH DECOMPRESSION
RT CRANIOTOMY WITH ELEVATE SKULL DEPRESSION WITH REMOVE BLOOD CLOT,RT CRANIOTOMY WITH ELEVATE SKULL DEPRESSION WITH REMOVE BLOOD CLOT
LAMINECTOMY WITH PDS FIXATION MIS TLIF L4 L5,MIS L4 S1 LAMINECTOMY WITH PDS FIXATION
ANEURYSMECTOMY RIGHT UPPER ARM,ANEURYSMECTOMY RIGHT UPPER ARM
ACDF C6 7 RT,ACDF C6 7 RT
RT CRANIOTOMY WITH RT TUMOR REMOVAL,CRANIOTOMY WITH TUMOR REMOVAL
SET OR FOR CHIARI DECOMPRESSION,SET OR FOR CHIARI DECOMPRESSION
LAMINECTOMY WITH PDS FIXATION L2 5,LAMINECTOMY WITH PDS FIXATION L4 5
LAP LAR WITH DLI,LAP LAR WITH DLI
EXCISION MASS L8 9,EXCISION MASS L8 9
WIDE EXCISION STSG WITH INTRA OP FROZEN SECTION,WIDE EXCISION STSG WITH INTRA OP FROZEN SECTION
WIRE LOCALIZED EXCISION RIGHT BREAST MASS,WIRE LOCALIZED EXCISION RIGHT BREAST MASS
VAE OF RIGHT BREAST EXCISION SKIN TAG AT BACK,VAE OF RIGHT BREAST EXCISION SKIN TAG AT BACK
BILAT FESS NAVIGATOR MICRODEBRIDER,BILAT FESS NAVIGATOR MICRODEBRIDER
RIGHT MASTECTOMY WITH DTI LEFT BREAST AUGMENTATION,RIGHT MASTECTOMY WITH DTI LEFT BREAST AUGMENTATION
REVISION SCREW T12 L5,REVISION SCREW T12 L5
LAMINECTOMY C PDS FIXATION L45 S1 MIS,LAMINECTOMY C PDS FIXATION L4 5 MIS
POSTERIOR FOSSA CRANIOTOMY C TUMOR REMOVAL,POSTERIOR FOSSA CRANIOTOMY C TUMOR REMOVAL
